20    -0.41380244493484497 -6.8161783218383789 3.7670028209686279 -2.2204992771148682 1.6515214443206787 -1.01035475730896 0.50487256050109863 -0.84998178482055664 1.9726674556732178 9.3243074417114258  -1         1 0.21162056922912598 0.29763773083686829 0.25168132781982422 0.14520296454429626 0.34895214438438416 1 1 0.29078513383865356 0.26293098926544189 0.60971009731292725 0.34058466553688049 1 1 0.38905033469200134 1 0.45174726843833923 0.66864675283432007 0.91552877426147461 0.77980989217758179 0.54190742969512939 0.26455014944076538 0 0.35245361924171448 1 0.60456216335296631 0.66090786457061768 1 0.76178616285324097 0.30346453189849854 1 0.22414660453796387 0.49422162771224976 0.6891707181930542 0.5605616569519043 0.60796594619750977 
21    -0.071847490966320038 -6.3235578536987305 4.3339338302612305 -2.2753894329071045 0.94770199060440063 -0.30704700946807861 0.81781435012817383 -0.12442824244499207 -0.37054276466369629 4.7631053924560547  -1         1 0.58829885721206665 0.63693034648895264 1 0.086862862110137939 0.39266982674598694 1 0.9223971962928772 0.60961788892745972 0.79596924781799316 0.68286561965942383 0.7194175124168396 0.49253538250923157 0.96149724721908569 0.834586501121521 0.97902250289916992 0.57301634550094604 0.69972509145736694 1 0.55476099252700806 0.42278805375099182 0.68701887130737305 0 0.56483960151672363 0.45041373372077942 0.48654735088348389 0.79326874017715454 0.93879985809326172 1 0.62341868877410889 0.92357254028320312 0.16612771153450012 0.45910176634788513 0.82217329740524292 0.49635398387908936 0.30628755688667297 
22    -1.0038437843322754 -7.3118095397949219 3.8342583179473877 -3.0516724586486816 1.5214427709579468 -0.5446510910987854 0.88701963424682617 -0.23585104942321777 2.2902584075927734 10.376008987426758  -1         0.86589795351028442 0.22443366050720215 0.23259961605072021 1 0 0.39173367619514465 1 0.96832734346389771 0.28095746040344238 0.55045431852340698 0.12936282157897949 0.7652849555015564 0.39867743849754333 0.75953143835067749 0.0022845657076686621 0.79730409383773804 0.83805662393569946 0.52732527256011963 0.92779833078384399 0.75445806980133057 0.63926088809967041 0.90025031566619873 0 0.29006123542785645 1 0.28902718424797058 0.42881122231483459 0.83819460868835449 0.58274567127227783 0.70751106739044189 0.81023168563842773 0.072119042277336121 0.68678325414657593 0.7604948878288269 0.11197543889284134 0.16993105411529541 
23    -1.3299776315689087 -8.3291826248168945 4.1266617774963379 -2.8293075561523438 1.4930777549743652 -0.23781459033489227 0.81648457050323486 -0.1090385913848877 2.059335470199585 10.71635627746582  -1         0.9349556565284729 0 0.18565000593662262 0.1403120756149292 0.48864057660102844 0.085831545293331146 1 0.82081860303878784 0.48884233832359314 1 0.90315240621566772 0.41632488369941711 0.973743736743927 0.70503979921340942 0.22407560050487518 0.98160725831985474 0.83945220708847046 0.5363161563873291 1 0.91683220863342285 0.70850598812103271 1 0.052917875349521637 0.69211113452911377 0.7448418140411377 0.57926785945892334 0.54119396209716797 1 0.92588430643081665 0.68228727579116821 0.71507072448730469 0.27849781513214111 0.49345660209655762 0.64884483814239502 0.52021908760070801 0.81503927707672119 
24    -0.40216928720474243 -7.0230007171630859 3.7173318862915039 -2.6427903175354004 1.5780091285705566 -1.0318939685821533 0.15782710909843445 -0.3157731294631958 1.89021897315979 10.064650535583496  -1         0.85471224784851074 0.0042313132435083389 0 0.20295797288417816 0.39656358957290649 0.23986636102199554 0.88873940706253052 0.62386751174926758 0.45603793859481812 0.60103392601013184 0.89658045768737793 0.49000689387321472 0.60362249612808228 0.90638333559036255 0.41852667927742004 0.76788878440856934 0.45174416899681091 0.79846650362014771 0.67764109373092651 0.8828277587890625 0.74309676885604858 1 0 0.41059109568595886 0.99630540609359741 0.41292411088943481 0.50178045034408569 0.8969997763633728 0.8164055347442627 0.45257925987243652 0.97903096675872803 0 0.47292399406433105 0.28829553723335266 0.33864361047744751 0.36973106861114502 
25    -0.29097804427146912 -6.4856605529785156 3.551626443862915 -2.6218550205230713 0.88370692729949951 0.54032844305038452 0.4706483781337738 0.83897912502288818 -0.83660149574279785 4.3401541709899902  -1         1 0.57762432098388672 0.582122802734375 1 0.020209196954965591 0.39266982674598694 0.95727372169494629 0.84726428985595703 0.60961788892745972 0.91376686096191406 0.84532386064529419 0.90514135360717773 0.33150878548622131 1 0.72319877147674561 0.86877036094665527 0.88640648126602173 0.76514476537704468 0.9163287878036499 0.69583415985107422 0.42387622594833374 0.7382236123085022 0 0.56483960151672363 0.76272761821746826 0.42034366726875305 0.8315771222114563 0.59859514236450195 1 0.6868407130241394 1 0.074014425277709961 0.64394336938858032 0.74827158451080322 0.36399877071380615 0.58023905754089355 
26    -0.22330644726753235 -7.1461753845214844 4.0231595039367676 -2.5711393356323242 1.0602332353591919 -0.17048822343349457 0.071078449487686157 0.45863187313079834 -0.944000244140625 5.4083280563354492  -1         1 0.57762432098388672 0.5250014066696167 0.98626887798309326 0 0.28864461183547974 1 0.92018663883209229 0.60961788892745972 1 0.90637731552124023 0.88950365781784058 0.33150878548622131 0.81578743457794189 0.53931534290313721 0.81590896844863892 0.82771027088165283 0.94368904829025269 0.9163287878036499 0.23296579718589783 0.39371854066848755 0.85167133808135986 0 0.36197680234909058 0.76057475805282593 0.42470920085906982 0.6578068733215332 0.48299881815910339 0.85377961397171021 0.85208398103713989 1 0 0.51483404636383057 0.94908887147903442 0.36399877071380615 0.56864619255065918 
27    -0.52596515417098999 -7.493168830871582 4.7659010887145996 -2.1847467422485352 0.71902984380722046 -0.44868481159210205 -0.24006190896034241 0.11693018674850464 -1.5706021785736084 4.90325927734375  -1         1 0.57762432098388672 0.62311679124832153 1 0.00092272274196147919 0.46124047040939331 0.91167563199996948 0.92018663883209229 0.60961788892745972 0.95537102222442627 0.65149492025375366 0.84703999757766724 0.33150878548622131 0.99870449304580688 0.53931534290313721 1 0.82511192560195923 0.8031381368637085 0.87778890132904053 0.81000488996505737 1 0.72904908657073975 0.25294426083564758 0.66212749481201172 0.76272761821746826 0.50276714563369751 0.62663155794143677 0.45584863424301147 0.92997688055038452 0.65531229972839355 1 0.074014425277709961 0.54863590002059937 0.80714470148086548 0.36399877071380615 0.58023905754089355 
28    -0.59911394119262695 -6.3600068092346191 4.0059571266174316 -2.2638819217681885 0.8291584849357605 -0.23552469909191132 -0.232159823179245 0.1318400502204895 -1.1670618057250977 4.6257033348083496  -1         1 0.57762432098388672 0.67274945974349976 1 0.0055730524472892284 0.40091428160667419 0.95294857025146484 0.80012792348861694 0.63187134265899658 1 0.79759931564331055 0.85489875078201294 0.48464083671569824 0.70249021053314209 0.53931534290313721 0.76334148645401001 1 0.9554591178894043 0.9163287878036499 0.41919374465942383 0.48462513089179993 0.85167133808135986 0.023852871730923653 0.43648666143417358 0.80426090955734253 0.49350652098655701 0.67551910877227783 0.38100311160087585 0.85377961397171021 0.8538251519203186 1 0 0.4059794545173645 0.89622187614440918 0.42512485384941101 0.60161006450653076 
29    -1.402092456817627 -6.5056772232055664 4.5682902336120605 -2.2517204284667969 0.9915773868560791 0.30283093452453613 0.68364417552947998 0.077663034200668335 -1.1992669105529785 4.5730652809143066  -1         1 0.6110687255859375 0.68875133991241455 1 0 0.39266982674598694 1 0.96710437536239624 0.60961788892745972 0.83228588104248047 0.85401678085327148 0.88950365781784058 0.49233853816986084 0.98085618019104004 0.80824995040893555 0.86877036094665527 0.80023252964019775 0.56213587522506714 0.94090896844863892 0.50652432441711426 0.76557552814483643 0.71164995431900024 0.13490206003189087 0.37719756364822388 0.71533375978469849 0.37761273980140686 0.75299131870269775 0.71120983362197876 0.85377961397171021 0.87736082077026367 0.96108818054199219 0.1534736156463623 0.50701016187667847 0.66146153211593628 0.36399877071380615 0.58517897129058838 
30    -0.38318330049514771 -5.9978189468383789 3.6843481063842773 -2.5031366348266602 0.70357769727706909 -0.080123141407966614 0.056494981050491333 0.21738773584365845 -1.0992622375488281 3.7440218925476074  -1         1 0.19240011274814606 0.095178596675395966 0.021990165114402771 0.068661868572235107 0.6661381721496582 0.96610373258590698 0.77923434972763062 0.46371036767959595 0.86953842639923096 0.62315040826797485 0.23140695691108704 0.93494582176208496 0.65439689159393311 0.23816093802452087 0.92950981855392456 0.9515615701675415 0.46589544415473938 0.99738395214080811 0.828715980052948 0.80298876762390137 1 0.45268586277961731 0.28411030769348145 1 1 0.31430912017822266 0.82812267541885376 0.8217005729675293 0.45060262084007263 0.59329903125762939 0.025602366775274277 0.24303746223449707 0.94134992361068726 0.47806340456008911 0.87335079908370972 
31    -0.58497041463851929 -7.4296278953552246 4.5337271690368652 -2.4537532329559326 1.0073866844177246 -0.57555550336837769 0.075079768896102905 0.070416152477264404 -0.8494420051574707 6.0899076461791992  -1         1 0.5392271876335144 0.582122802734375 1 0.018970396369695663 0.48716473579406738 0.91597378253936768 0.9223971962928772 0.63881093263626099 0.95537102222442627 0.81943786144256592 0.82164359092712402 0.49934852123260498 0.92036134004592896 0.42078399658203125 0.78167057037353516 0.78433096408843994 0.74040234088897705 1 0.67009228467941284 0.37291070818901062 0.7307620644569397 0.0069676106795668602 0.36943408846855164 0.95940595865249634 0.43010249733924866 0.81090366840362549 0.94317233562469482 0.85814851522445679 0.76967436075210571 0.99341195821762085 0.11504485458135605 0.54939287900924683 0.77710831165313721 0.36379987001419067 0.23551169037818909 
32    -0.70336341857910156 -8.333582878112793 4.7665786743164062 -2.7187941074371338 0.984416663646698 -0.58015614748001099 -0.1978016197681427 0.79315650463104248 -1.0747201442718506 6.6103377342224121  -1         1 0.48748898506164551 0.5241202712059021 1 0 0.39266982674598694 1 0.92969506978988647 0.60961788892745972 1 0.85401678085327148 0.75864040851593018 0.33150878548622131 1 0.53931534290313721 0.83896487951278687 0.91518265008926392 0.88416945934295654 0.98337817192077637 0.51157933473587036 0.58145344257354736 0.71760338544845581 0.2193005383014679 0.40957552194595337 0.71536237001419067 0.34357532858848572 0.77093046903610229 0.61574375629425049 0.80801236629486084 0.85044658184051514 1 0.063391529023647308 0.51483404636383057 1 0.36399877071380615 0.57950359582901001 
33    -0.15930366516113281 -8.3580722808837891 4.5516195297241211 -2.7675683498382568 1.0362728834152222 0.7547648549079895 0.27972504496574402 1.2933812141418457 -1.2133173942565918 5.457848072052002  -1         0.99501228332519531 0.57236862182617188 0.64480650424957275 0.99517226219177246 0.061443258076906204 0.32599982619285583 0.83360707759857178 0.9223971962928772 0.59253561496734619 1 0.84532386064529419 0.70494097471237183 0.27414500713348389 1 0.44188797473907471 0.86877036094665527 0.88640648126602173 0.74456393718719482 0.95043504238128662 0.75348180532455444 0.42387622594833374 0.77945446968078613 0 0.51934152841567993 0.8294251561164856 0.43846669793128967 0.8028634786605835 1 0.97796869277954102 0.70894700288772583 0.99253237247467041 0.11504485458135605 0.41331815719604492 0.80060338973999023 0.36399877071380615 0.26305526494979858 
34    -0.94237041473388672 -8.3337316513061523 4.809913158416748 -2.8996415138244629 1.5878236293792725 0.52991622686386108 0.64819729328155518 0.10241621732711792 -0.7288668155670166 7.5720047950744629  -1         1 0.5392271876335144 0.582122802734375 1 0.024185821413993835 0.48055911064147949 0.88881421089172363 0.9223971962928772 0.63881093263626099 0.97539770603179932 0.72051906585693359 0.78272861242294312 0.49934852123260498 1 0.23107616603374481 0.82762497663497925 0.85163587331771851 0.72179579734802246 0.7558056116104126 0.70109802484512329 0.43805679678916931 0.80028146505355835 0.056791804730892181 0.63053029775619507 0.87121027708053589 0.42541652917861938 0.65568363666534424 0.94239199161529541 0.74437087774276733 0.78369945287704468 1 0.11504485458135605 0.45167231559753418 0.81451541185379028 0.36379987001419067 0.26305526494979858 
35    -0.31647133827209473 -7.3037595748901367 4.6808829307556152 -2.5649662017822266 0.6129423975944519 -0.10945872962474823 0.7569197416305542 0.44325482845306396 -0.73861861228942871 4.8098459243774414  -1         1 0.5392271876335144 0.582122802734375 0.90345817804336548 0.020209196954965591 0.49630957841873169 0.91597378253936768 0.92560791969299316 0.59399217367172241 0.98719018697738647 0.89144432544708252 0.77896839380264282 0.49934852123260498 0.70414578914642334 0.23107616603374481 0.80219054222106934 0.82729160785675049 0.83673053979873657 0.91977238655090332 0.53231102228164673 0.43805679678916931 0.53109073638916016 0.087291903793811798 0.49675062298774719 0.95940595865249634 0.44975563883781433 0.88068568706512451 0.95395797491073608 0.84879803657531738 0.78369945287704468 1 0.22773155570030212 0.54939287900924683 0.99588572978973389 0.36379987001419067 0.26305526494979858 
